2017/09/29 09:15:32,29.0,71.7,0,0,0,0,0,0,0,0
2017/09/29 09:25:23,29.0,71.0,0,0,0,0,0,0,0,0
2017/09/29 09:35:13,29.0,70.2,0,0,0,0,0,0,0,0
2017/09/29 09:45:02,29.0,69.8,0,0,0,0,0,0,0,0
2017/09/29 09:54:53,29.0,69.5,0,0,0,0,0,0,0,0
2017/09/29 10:04:45,29.0,69.1,0,0,0,0,0,0,0,0
2017/09/29 10:14:33,29.0,69.2,1,0,0,0,0,1,0,0
2017/09/29 10:24:24,29.0,68.9,1,0,0,0,0,1,0,0
2017/09/29 10:34:14,29.0,68.8,1,0,0,0,0,1,0,0
2017/09/29 10:58:58,29.0,73.7,0,0,0,0,0,0,0,0
2017/09/29 11:08:47,29.0,73.8,0,0,0,0,0,0,0,0
2017/09/29 11:18:38,29.0,70.6,0,0,0,0,0,0,0,0
2017/09/29 11:28:28,29.0,70.1,0,0,0,0,0,0,0,0
2017/09/29 11:38:17,29.0,69.8,0,0,0,0,0,0,0,0
2017/09/29 11:48:09,29.0,68.8,0,0,0,0,0,0,0,0
2017/09/29 11:57:59,29.0,67.9,0,0,0,0,0,0,0,0
2017/09/29 12:07:48,29.0,67.7,0,0,0,0,0,0,0,0
2017/09/29 12:17:39,29.0,67.2,0,0,0,0,0,0,0,0
2017/09/29 12:27:29,29.0,67.2,0,0,0,0,0,0,0,0
2017/09/29 12:39:34,29.0,70.0,0,0,0,0,0,0,0,0
2017/09/29 12:49:21,29.0,67.8,0,0,0,0,0,0,0,0
2017/09/29 12:59:12,29.0,67.2,0,0,0,0,0,0,0,0
2017/09/29 13:09:02,29.0,66.4,0,0,0,0,0,0,0,0
2017/09/29 13:18:51,29.0,65.9,0,0,0,0,0,0,0,0
2017/09/29 13:28:42,29.0,66.0,0,0,0,0,0,0,0,0
2017/09/29 13:38:32,29.0,65.6,0,0,0,0,0,0,0,0
2017/09/29 13:51:54,29.0,68.7,0,0,0,0,0,0,0,0
2017/09/29 14:04:20,29.0,69.6,0,0,0,0,0,0,0,0
2017/09/29 14:14:09,29.0,68.4,0,0,0,0,0,0,0,0
2017/09/29 14:24:00,29.0,68.2,0,0,0,0,0,0,0,0
2017/09/29 14:33:50,29.0,67.5,0,0,0,0,0,0,0,0
2017/09/29 14:43:39,29.0,66.5,0,0,0,0,0,0,0,0
2017/09/29 14:53:30,29.0,65.6,0,0,0,0,0,0,0,0
2017/09/29 15:03:20,29.0,65.3,0,0,0,0,0,0,0,0
2017/09/29 15:13:10,29.0,64.9,0,0,0,0,0,0,0,0
2017/09/29 15:23:01,29.0,64.7,0,0,0,0,0,0,0,0
2017/09/29 15:32:51,29.0,64.8,0,0,0,0,0,0,0,0
2017/09/29 16:27:20,29.0,68.7,0,0,0,0,0,0,0,0
2017/09/29 16:37:09,29.0,67.1,0,0,0,0,0,0,0,0
2017/09/29 16:47:00,29.0,66.0,0,0,0,0,0,0,0,0
2017/09/29 16:56:50,29.0,65.3,0,0,0,0,0,0,0,0
2017/09/29 17:06:39,29.0,64.8,0,0,0,0,0,0,0,0
2017/09/29 17:16:30,29.0,64.5,0,0,0,0,0,0,0,0
2017/09/29 17:26:20,29.0,64.2,0,0,0,0,0,0,0,0
2017/09/29 17:36:09,29.0,63.7,0,0,0,0,0,0,0,0
2017/09/29 17:46:01,29.0,63.2,0,0,0,0,0,0,0,0
2017/09/29 17:55:51,29.0,63.7,0,0,0,0,0,0,0,0
2017/09/29 18:05:40,29.0,63.4,0,0,0,0,0,0,0,0
2017/09/29 18:15:31,29.0,63.1,0,0,0,0,0,0,0,0
2017/09/29 18:25:21,29.0,63.6,1,1,0,0,0,0,0,0
2017/09/29 18:35:10,29.0,63.3,1,1,0,0,0,0,0,0
2017/09/29 18:45:01,29.0,63.2,1,1,0,0,0,0,0,0
2017/09/29 18:54:51,29.0,62.9,1,1,0,0,0,0,0,0
2017/09/29 19:04:11,29.0,63.0,1,1,0,0,0,0,0,0
2017/09/29 19:14:01,29.0,63.0,1,1,0,0,0,0,0,0
2017/09/29 19:23:50,29.0,63.0,1,1,0,0,0,0,0,0
2017/09/29 19:33:42,29.0,62.3,1,1,0,0,0,0,0,0
2017/09/29 19:47:15,29.0,66.2,0,0,0,0,0,0,0,0
2017/09/29 20:16:47,29.0,63.7,0,0,0,0,0,0,0,0
2017/09/29 20:26:36,29.0,63.4,0,0,0,0,0,0,0,0
2017/09/29 20:36:27,29.0,62.1,0,0,0,0,0,0,0,0
2017/09/29 20:46:17,29.0,61.3,0,0,0,0,0,0,0,0
2017/09/29 20:56:06,29.0,60.7,0,0,0,0,0,0,0,0
2017/09/29 21:05:57,29.0,60.4,0,0,0,0,0,0,0,0
2017/09/29 21:15:47,29.0,60.0,0,0,0,0,0,0,0,0
2017/09/29 21:25:36,29.0,59.9,0,0,0,0,0,0,0,0
2017/09/29 21:35:27,29.0,59.5,0,0,0,0,0,0,0,0
2017/09/29 21:45:17,29.0,59.0,0,0,0,0,0,0,0,0
2017/09/29 21:55:06,29.0,58.7,0,0,0,0,0,0,0,0
2017/09/29 22:04:57,29.0,58.2,0,0,0,0,0,0,0,0
2017/09/29 22:14:48,29.0,58.1,0,0,0,0,0,0,0,0
2017/09/29 22:24:37,29.0,57.8,0,0,0,0,0,0,0,0
2017/09/29 22:34:28,29.0,57.4,0,0,0,0,0,0,0,0
2017/09/29 22:44:18,29.0,57.2,0,0,0,0,0,0,0,0
2017/09/29 22:53:38,29.0,57.0,0,0,0,0,0,0,0,0
2017/09/29 23:03:28,29.0,56.9,0,0,0,0,0,0,0,0
2017/09/29 23:13:17,29.0,56.5,0,0,0,0,0,0,0,0
2017/09/29 23:23:08,29.0,56.4,0,0,0,0,0,0,0,0
2017/09/29 23:32:58,29.0,56.3,0,0,0,0,0,0,0,0
2017/09/29 23:42:47,29.0,56.1,0,0,0,0,0,0,0,0
2017/09/29 23:52:38,29.0,55.8,0,0,0,0,0,0,0,0
